/product/chateau-leglise-clinet-futures-pre-sale-2018/520572,Chateau L'Eglise Clinet (Futures Pre-Sale) 2018,750,0, View More,"{'JS': 'This is incredibly powerful with fantastic depth and length. It goes on for minutes. Full-bodied yet so tight and intense. Blackberries and hints of spice. It has such energy and persistence. It is a wine that makes you really reflect. Bravo. Tiny production.\n Barrel Sample: 99-100', 'WS': 'Lush in feel, with boysenberry reduction and crushed plum flavors, carried by a polished, solid structure. A mineral hint filters through on the finish, adding length and cut.\n Barrel Sample: 95-98', 'RP': ""Maintaining freshness in the wine was a priority for Denis Durantou at L’Eglise Clinet. “The pH developed quite quickly,” he said. “We had to test it every day; we had made a conscious decision to pick before it got too high. At a maximum of 3.7 pH, we pick. As soon as we have an evolution—a flavor change—we decide to pick.” Merlot was picked September 18-26 and Cabernet Franc on September 28. The resulting wine has a 3.63 pH and 14.5% alcohol and will be aged in 70% new barriques. A blend of 90% Merlot and 10% Cabernet Franc, the 2018 L'Eglise Clinet is deep purple-black in color and opens with beguiling truffles, forest floor, mossy bark and black tea scents, slowly unfurling to reveal a core of Black Forest cake, plum preserves, licorice and candied violets plus wafts of tar and cast iron pan. Full-bodied, concentrated and jam-packed with muscular fruit, the velvety-textured palate delivers layer upon layer of savory and earthy accents, finishing with a lingering mineral lift. Barrel Sample: 96-98"", 'JD': ""One of the true “wow” wines in the vintage, the 2018 Château l'Eglise-Clinet is a blockbuster offering stunning notes of black currants, roasted herbs, truffle, earth, and graphite. It's a ripe, voluptuous, and incredibly opulent wine that has full-bodied richness, no hard edges, silky tannins, and gorgeous length. The blend is 90% Merlot and 10% Cabernet Franc. It has remarkable purity, as well as balance, and will benefit from 5-6 years of bottle age and evolve for two decades or more. Barrel Sample: 96-98."", 'D': ""This is rich, with layers upon layers of black chocolate, ripe fleshy blackberries and raspberries tempered by acidity and tannins that support, pushing the entire palate slowly onwards and upwards. It has all the generosity of the vintage but tempered with Durantou's amazing ability to sculpt freshness out of the fruit his vineyards deliver. It’s immensely seductive and powerful with more evident flesh than the 2016 – a wine that’s going to run and run.\xa0Drinking Window\xa02028\xa0-\xa02040. Barrel Sample:\xa097""}"
/product/renwood-winery-special-reserve-grandpere-zinfandel-2014/346444,Renwood Winery Special Reserve Grandpere Zinfandel 2014,750,0,"A perception of richness immediately comes forward on the nose of the 2014 Special Reserve Grandpère. The warm temperatures through the growing season produced a wine with power that also exudes elegance and restraint. Blackberry pie, cedar and fresh fig are found on the nose and on the palate. This iconic wine is vibrant and texturally enticing, showcasing flavors that remind one of ripe summer berries, cocoa powder and stone fruits like plum and apricot.Blend: 75% Zinfandel, 20% Petite Sirah, 5% Barbera View More","{'WE': 'This densely textured, deeply flavored wine showcases the beauty of old vines in Amador terroir. It has an opaque color, opulent clove, blackberry and cassis aromas, and ripe, jammy flavors that drench the palate yet are supported by tannins firm enough to keep it balanced and appetizing.Cellar Selection'}"
/product/lagier-meredith-tribidrag-zinfandel-2014/304348,Lagier Meredith Tribidrag Zinfandel 2014,750,15.4,"Aged for 18 months in neutral French oak barrels. The wine has the usual exotic spice and balance, but this vintage also offers up some flowers. Tribidrag was the ancient name for Zinfandel in the Middle Ages, when it was widely grown along the Dalmatian Coast of present-day Croatia. Tribidrag was one of the most important varieties in the Adriatic wine trade in the 1300's. This wine is an homage to the noble and ancient European heritage of Zinfandel. View More","{'WS': 'Ripe but light-footed, with floral raspberry aromas and lively, layered cherry, stony mineral and fresh sage flavors that linger toward refined tannins.'}"
/product/chateau-leoville-poyferre-2009/111789,Chateau Leoville Poyferre 2009,750,14,"Blend: 62.5% Cabernet Sauvignon, 29% Merlot, 6% Petit Verdot, 2.5% Cabernet Franc View More","{'RP': 'One of the more flamboyant and sumptuous wines of the vintage, this inky/purple-colored St.-Julien reveals thrilling levels of opulence, richness and aromatic pleasures. A soaring bouquet of creme de cassis, charcoal, graphite and spring flowers is followed by a super-concentrated wine with silky tannins, stunning amounts of glycerin, a voluptuous, multilayered mouthfeel and nearly 14% natural alcohol. Displaying fabulous definition for such a big, plump, massive, concentrated effort, I suspect the tannin levels are high even though they are largely concealed by lavish amounts of fruit, glycerin and extract. Anticipated maturity: 2018-2040.', 'JD': 'The greatest wine I’ve ever tasted from this address is the 2009 Léoville Poyferré, which is a step up over both the 2000 and the 2010. A blend of 60% Cabernet Sauvignon, 29% Merlot, 6% Petit Verdot and the balance Cabernet Franc that hit 13.9% alcohol, it offers everything you could ask of a wine and reveals a saturated purple color as well as incredible notes of crème de cassis, blueberries, lead pencil, exotic Spices, and dried flowers. Incredibly full-bodied, super concentrated, deep, and opulent, yet still pure, fresh, and lively, it has sweet tannin and a hedonistic vibe that hides its underlying structure. Drink it anytime over the coming three decades.', 'WE': 'An immensely structured wine, packed with dark tannins promising aging potential. It is complex, powerful, layered with new wood and concentration, finishing with dark plum fruits and acidity.', 'D': ""Rich, exotic and generous, this is still young and firm but light on its feet, dancing through the palate. There's lovely depth to the fruit, with a great silky texture. Those tannins bite in all the right places. Very good indeed."", 'JS': 'Ripe and creamy but also refined and lively, this is a beautiful 2009 Medoc, the fine tannins adding a lot to the long and silky finish. The obvious bitter chocolate note will either delight you or be a touch too much. Drink or hold.', 'WS': 'Solid notes of steeped black currant, ganache-coated fig and plum eau de vie pump along in this very dark red, but with well-integrated structure. Long and winey through the finish, with the grip extending everything. Best from 2016 through 2026.'}"
/product/cooper-and-thief-tequila-barrel-aged-sauvignon-blanc-2016/422616,Cooper & Thief Tequila Barrel-Aged Sauvignon Blanc 2016,750,16.5,"Cooper & Thief Sauvignon Blanc is a rich wine full of aromatic fruit characters, with classic citrus and spice notes reminiscent of a fine blue agave tequila, giving way to toasty vanilla flavors from the barrels. Aging for three months in ex-tequila barrels creates an unusual richness in the structure, balanced with refreshing acidity and finishing with a subtle heat. View More",{}
/product/robert-mondavi-napa-valley-chardonnay-2015/414485,Robert Mondavi Napa Valley Chardonnay 2015,750,14.5,Notes of juicy pineapple and ripe pear fruit mingle with warm apple pie and toasted hazelnut flavors. The wine's defining creaminess and rich texture are elevated by refreshing acidity. View More,{}
/product/orin-swift-cellars-blank-stare-2017/507951,Orin Swift Cellars Blank Stare 2017,750,15.4,"Pale yellow with a chartreuse tint, the wine opens with bright aromatics of lime zest, lemon, green apple and a touch of honey. The entry is refreshing with ripe pineapple and grapefruit, framed by a nervy backbone of satiating acidity. A mid-palate of white peach and a hint of pith melds seamlessly into a long, energetic finish of wet stone and key lime.
Blend: 97% Sauvignon Blanc, 3% Muscat View More","{'RP': 'Blended with a smaller portion of Muscat, the 2017 Sauvignon Blanc Blank Stare gives up compelling notes of spiced pears, ripe peaches, green apples and dill seed with a waft of aniseed. Medium-bodied and satiny, with a lovely line of freshness, it finishes long and lively.'}"
/product/schramsberg-mirabelle-brut-rose/13649,Schramsberg Mirabelle Brut Rose,750,12.6,"The Mirabelle Brut Rosé is a specially crafted blend of Pinot Noir and Chardonnay from Schramsberg's select cool-climate vineyards in Carneros, Anderson Valley, and the Sonoma and Marin coastal areas of Northern California. Pinot Noir lots, including a few fermented with skin contact, provide brightness of berry fruit and body, while Chardonnay lots lend length and zest to the palate. Additional flavor depth and aromatic complexity results from the blending of base wine lots aged in barrels and tanks for one or more years. The finished Brut Rosé exhibits fresh, elegant and toasty aromas that lead into lively and delicious fruit flavors on the palate. View More","{'RP': ""It's attractive, but even better is the outstanding NV Mirabelle Brut Rosé, 64% Pinot Noir and 36% Chardonnay. This shows a light pink color, beautiful delicate notes of strawberries and currants, crisp acids, a fresh, lively zesty style and medium body. Both of these are meant to be drunk upon release and are probably at their best within the first year or two of aging."", 'CG': '53% Chardonnay; 47% Pinot Noir. Where once the Mirabelle bottlings were priced with the big winery entry level efforts, now it has grown up and sits just above that tier. And, here, in the pink version, it succeeds as a distinctly fruity and friendly offering with all the juicy exuberance that California grapes can bring to the party. Its aromas are pleasantly outgoing and its open, well-balanced flavors make it a wine to remember when choosing a bottle of bubbles for all sorts of happy occasions from tailgating to birthday celebrations.', 'WS': 'Expressive watermelon and strawberry aromas open to crisp yet rich flavors of red apple and spiced vanilla. Drink now.'}"
/product/olivier-leflaive-meursault-2016/511189,Olivier Leflaive Meursault 2016,750,0,"A wine with a fine aromatic intensity of almond, hazelnut, apple and a balance between smoothness and freshness on the palate. View More","{'JS': 'The density and richness to this wine is outstanding. Sliced apples, pineapples and straw. Medium- to full-bodied, dense and brightly acidic. Excellent depth. Range: 93-94', 'BH': 'Firm reduction masks the fruit. Otherwise the medium-bodied flavors possess a sleek mouth feel with good delineation and energy suffusing the caressing but intense finale that is markedly citrus-inflected. This needs to develop better depth but the underlying material appears to be present for that to happen.Range: 88-91', 'WS': 'A mix of apple, peach, melon and spice flavors are the hallmarks of this generous, balanced white. Ends with a mouthwatering lemon note and light spice accents. Drink now through 2021.', 'D': 'From vines formerly part of Domaine Leflaive. Notes of apple, pear, white flowers and subtle toasted wheat precede a full-bodied, glossy palate, its ample, expansive style underpinned by good concentration, grip and cut.\nDrinking Window 2019 - 2028'}"
/product/ruinart-brut-rose/46089,Ruinart Brut Rose,750,12.5,"*There was a packaging change on this wine. The label pictured may not be the label received.*The wine is a brilliant orange-yellow rose petal color with a very fine, profuse and sustained mousse. The nose is characterized by small red berries, mainly currant. On the palate the wine is vigorous and well balanced. A fine, fresh, fruity wine with well-integrated tannins and a hint of spice on the lengthy finish.Ruinart Rosé is produced from a blend of 55% Pinot Noir and 45% Chardonnay from the best of recent vintages. All of the fruit is from premiers crus vineyards. Grapes from the estate vineyards in Sillery and Brimont (ancestral home of the Ruinart family) are joined by carefully selected grapes from other premiers crus vineyards in the Côte de Blancs and the Montagne de Reims. The grapes for Ruinart are selected basket by basket at the source, and only the finest premiers crus are used. View More","{'WS': 'This is harmonious and bright, featuring sleek acidity layered with the lacy mousse and an expressive range of white peach, ripe raspberry and pickled ginger flavors, with hints of smoke and biscuit. Elegant.', 'W&S': ""Fragrant with raspberry and hibiscus, this is a vibrant rose. Light pink in color, the wine has touches of sweetness that don't get in the way of its powerful personality. It shares the Middle Eastern spice notes of the Blanc de Blancs, here matched with delicate red fruit. Pour it with lacquered duck."", 'WE': ''}"
